#1.2
10100	50
NAME	DESCRIPTION	786-0	BT-549	CCRF-CEM	COLO 205	EKVX	HCC-2998	HCT-15	HOP-62	HOP-92	HS 578T	HT29	K-562	KM12	M14	MDA-MB-231/ATCC	MDA-MB-435	NCI-H23	NCI-H322M	NCI-H522	OVCAR-3	OVCAR-5	OVCAR-8	PC-3	RXF-393	SF-268	SF-295	SK-MEL-2	SN12C	SNB-19	SNB-75	SW-620	T-47D	U251	A498	A549/ATCC	ACHN	CAKI-1	HCT-116	LOX IMVI	MALME-3M	MCF7	MOLT-4	NCI-H460	OVCAR-4	SF-539	SK-MEL-5	SR	UACC-257	UACC-62	UO-31
ANP32A	na	291.06	226.97	1330.21	572.9	504.83	489.49	466.25	340.28	294.88	265.85	676.2	379.87	603.6	379.19	298.64	364.58	514.25	542.96	561.87	424.48	676.43	429.44	266.08	273.2	536.92	381.98	258.57	278.11	367.72	278.83	565.51	219.17	358.96	234.94	547.36	325.56	281.33	612.75	384.15	459.47	519.84	1106.8	553.53	274.88	297.88	308.73	880.86	369.92	226.18	308.68
PHKG2	na	21.33	18.63	23.87	46.49	106.05	42.09	18.07	25.58	16.27	31.5	62.77	42.41	30.24	34.27	23.2	34.09	64.24	59.37	38.96	25.42	25.44	35.37	51.55	16.73	19.19	26.39	19.3	41.58	25.76	28.26	44.83	60.13	33.15	46.18	24.49	18.73	19.49	38.26	20.07	18.55	85.78	55.58	25.03	90.64	29.58	26.78	31.51	23.97	18.35	27.13
40999_at	na	26.7	8.71	25.52	21.91	20.67	13.08	17.56	23.36	21.4	10.4	8.92	20.76	16.68	20.58	21.46	27.36	30.55	18.15	22.07	16.35	18.55	16.13	14.54	20.7	16.02	8.53	18.52	11.87	29.25	31.01	17.35	11.58	32.86	13.96	21.23	9.76	13.01	14.83	11.52	32.34	11.66	9.34	14.55	11.96	14.57	28.15	20.72	18.93	29.13	13.77
31997_at	na	60.06	25.77	43.75	37.23	50.76	21.11	33.3	35.26	36.31	32.48	31.27	81.2	24.36	41.7	20.06	46.63	53.92	57.3	48.61	55.38	31.52	23.53	34.96	52.87	33.38	29.96	58.41	46.4	44.59	37.23	35.47	35.21	40.29	23.89	39.7	27.43	27.92	18.71	40.1	24.42	34.39	55.47	29.4	75.08	30.43	50.49	49.05	51.94	155.96	29.93
39593_at	na	4.0	2.26	2.77	1.59	1.87	1.75	2.0	2.05	1.93	2.23	1.77	2.24	1.94	5.04	1.55	2.84	2.29	3.01	3.35	3.4	2.63	1.74	3.63	2.01	3.0	1.43	3.04	3.5	2.55	1.99	1.96	3.19	2.25	4.89	2.79	3.11	1.82	1.85	2.1	3.6	1.89	2.59	16.62	4.66	2.0	3.49	6.92	2.45	5.5	1.76
MGC8902 /// LOC376745 /// KIAA1245 /// AE01 /// DJ328E19.C1.1 /// LOC200030 /// LOC348482	na	889.21	1018.58	560.91	508.22	1281.41	516.22	1081.3	1265.7	1535.71	842.7	1052.41	330.35	754.85	711.75	1513.26	351.35	1455.25	1159.81	1289.16	316.5	1614.5	1772.87	1967.87	2516.33	2541.0	1055.43	1163.89	1019.0	2412.94	1127.79	809.21	959.69	1503.0	1227.82	1027.5	906.44	1650.06	504.47	1806.65	1259.08	2406.23	839.09	1259.17	628.23	1643.82	903.11	1521.65	894.47	599.82	807.61
NPAS2	na	23.67	12.65	19.55	57.31	78.8	45.13	37.45	38.88	103.37	96.43	35.52	25.03	77.91	138.91	88.86	80.33	50.41	35.91	17.59	33.62	99.7	31.33	208.15	81.93	42.0	43.61	83.49	32.54	54.78	47.53	80.31	28.57	53.18	71.73	95.62	41.09	34.5	46.11	62.43	114.14	36.82	35.41	114.77	51.2	54.18	82.96	22.73	76.58	62.04	39.81
NPC1	na	463.26	837.32	80.69	109.15	248.06	200.4	99.77	227.22	302.87	484.85	130.0	259.35	335.07	639.19	498.1	437.16	112.69	212.81	188.23	154.24	84.49	188.68	435.96	1101.46	435.72	347.25	367.11	289.24	111.99	194.82	183.3	103.01	101.92	385.47	139.29	1009.48	1136.06	168.46	1039.14	360.84	145.92	59.6	362.43	189.38	322.9	254.59	1009.15	300.07	200.06	372.4
TNFSF12	na	38.0	20.55	16.16	24.8	15.56	16.73	16.24	16.81	15.5	33.53	17.47	12.66	14.2	122.77	73.79	14.21	16.48	15.04	23.87	23.0	26.4	48.23	15.5	25.48	28.62	14.68	15.28	31.66	43.32	25.58	11.78	23.77	91.74	28.76	22.31	44.53	14.4	14.26	15.55	82.51	17.19	22.33	23.56	27.69	27.69	26.53	133.72	23.55	17.09	13.61
PML	na	291.77	356.65	176.51	200.74	174.53	267.8	177.76	215.17	265.48	223.68	319.5	189.36	200.04	290.26	241.87	221.04	194.74	222.32	199.48	260.26	313.34	229.2	232.39	400.49	268.35	248.73	288.93	302.41	377.07	230.18	185.37	219.89	254.5	336.99	178.84	366.5	355.11	183.56	391.0	432.44	229.23	242.27	227.32	208.67	395.38	373.33	274.72	370.69	305.27	378.68
SKIP	na	124.05	155.8	150.77	115.94	125.93	141.83	139.37	132.52	104.37	156.02	119.49	104.93	102.59	173.54	131.22	240.62	111.12	97.12	124.58	107.8	176.14	239.3	163.29	117.02	174.73	183.02	139.04	144.34	154.92	119.5	144.14	151.66	175.99	148.4	167.31	92.89	130.07	124.36	139.37	142.97	192.68	122.54	116.7	79.15	119.6	155.75	133.58	235.05	189.23	77.75
CTDP1	na	64.82	42.25	71.64	48.45	84.63	82.75	75.29	25.97	65.09	60.6	45.68	42.01	41.83	58.92	36.05	22.16	81.14	11.36	51.55	44.61	17.15	22.65	123.98	47.2	37.06	51.79	72.7	82.76	11.87	33.05	24.07	33.75	36.46	23.7	48.94	56.34	51.84	66.63	86.05	74.6	28.09	45.64	64.76	21.03	48.01	63.03	112.85	81.65	40.13	55.95
LRRC17	na	7.26	3.71	7.3	5.23	12.0	9.33	12.74	8.98	9.92	11.71	6.53	13.56	7.86	3.3	5.51	12.29	12.99	5.38	3.67	23.46	7.52	5.64	3.27	6.15	40.94	107.94	9.76	13.94	14.24	121.36	7.35	14.09	30.92	10.46	6.12	8.91	13.01	11.25	11.25	10.72	24.69	15.01	4.91	8.37	735.14	22.72	13.32	11.81	20.5	4.17
MMRN1	na	2.8	6.16	9.96	2.87	3.79	2.61	7.46	2.87	2.34	7.29	2.4	6.82	4.09	2.81	6.46	3.17	5.56	3.69	5.67	2.95	4.12	6.54	11.83	8.37	9.74	2.79	2.73	4.82	4.8	3.38	1.78	9.12	4.65	5.85	3.48	2.33	2.86	2.89	3.24	11.48	10.73	2.93	5.95	3.64	2.27	3.88	14.85	3.02	11.04	2.9
TNFRSF7	na	18.1	6.56	60.69	5.02	3.39	2.68	4.6	3.32	3.26	8.98	3.43	3.89	3.33	2.34	2.15	3.03	3.02	2.73	3.24	5.4	2.4	4.32	5.45	9.89	6.43	2.64	5.83	4.38	3.3	4.51	2.4	3.28	2.83	8.93	3.27	2.35	4.67	1.91	3.21	4.93	4.44	12.07	9.0	3.57	3.78	5.92	4.21	4.64	4.87	12.87
NOV	na	17.21	26.2	6.4	2.31	26.34	8.98	6.14	15.18	46.6	90.44	13.34	2.76	16.92	46.34	4.58	129.69	8.0	9.06	4.01	38.19	8.05	14.81	52.64	28.24	77.98	39.48	115.49	15.86	11.98	176.03	4.7	7.58	14.97	14.38	6.25	44.42	28.48	11.85	14.07	16.12	5.03	4.38	6.94	14.82	15.92	38.66	9.52	25.73	12.31	24.81
SURF5	na	218.85	219.57	142.29	179.24	140.94	98.44	103.28	93.24	171.81	149.15	156.87	139.33	170.26	95.35	142.95	129.54	183.61	197.95	172.6	201.68	94.35	336.89	140.85	165.56	129.54	156.6	134.63	51.15	228.7	282.64	180.6	237.82	197.06	168.6	123.68	124.69	253.74	121.43	191.45	145.73	152.57	179.56	172.4	154.06	200.16	120.91	102.65	148.54	81.31	148.2
UBQLN2	na	42.36	138.03	112.37	83.0	192.7	101.67	174.34	213.48	184.35	91.2	175.3	42.86	100.62	183.75	152.85	172.35	212.88	122.01	254.27	77.55	106.88	47.54	166.22	118.57	227.3	192.52	186.04	178.2	105.37	168.75	280.31	184.45	158.72	115.66	165.48	63.41	144.63	119.2	79.42	118.55	82.85	93.17	195.69	74.83	228.4	95.09	184.74	79.13	73.01	119.33
DKFZP586D0919	na	183.26	192.84	145.03	121.88	140.12	91.06	212.77	185.68	178.5	240.9	177.1	150.37	130.2	158.82	130.92	158.22	127.78	176.89	221.98	139.4	111.04	105.88	181.93	260.2	150.19	182.29	154.49	166.95	120.13	129.19	177.36	244.09	166.73	133.46	186.56	188.28	139.35	129.24	192.59	139.01	253.77	122.17	132.04	106.79	177.78	112.24	155.2	189.66	201.3	193.97
ITGA8	na	13.19	2.99	7.25	5.61	1.91	3.52	3.1	4.12	4.05	20.41	7.12	7.34	7.7	4.25	4.51	9.73	5.39	6.65	3.52	2.54	3.93	4.45	2.67	2.89	4.69	4.18	7.57	5.09	4.87	4.42	2.18	5.65	7.67	8.85	4.66	2.57	5.7	2.67	10.73	5.18	4.81	3.33	4.54	3.66	5.01	6.75	7.53	3.42	8.65	6.12
31364_i_at	na	14.71	14.71	10.99	16.64	9.45	9.18	16.67	10.53	9.49	9.97	15.3	10.05	9.19	11.12	10.97	21.52	20.59	9.25	14.75	13.11	14.98	8.27	21.43	11.45	20.29	9.91	18.35	25.21	13.1	7.9	6.15	18.44	13.93	18.45	12.37	14.66	15.24	22.13	7.59	21.36	8.69	28.93	10.49	19.68	21.47	20.77	23.37	19.16	27.15	10.24
SDCBP	na	379.93	2387.52	287.99	295.07	203.86	261.38	414.6	1022.16	956.56	943.47	827.5	386.01	508.55	1925.66	364.5	2028.15	586.44	208.37	231.64	67.62	639.91	108.02	251.54	489.51	590.29	843.77	1223.57	237.47	207.97	376.08	142.15	114.98	227.56	931.75	431.19	272.78	879.74	372.5	557.57	2207.43	67.42	257.67	513.04	206.65	789.2	1618.29	325.49	2344.71	2258.01	688.57
TOB2	na	67.89	101.25	30.11	122.33	57.9	151.45	95.1	77.03	36.35	101.09	93.21	32.04	120.95	22.9	84.36	42.44	123.34	78.18	102.18	53.62	511.71	135.86	62.79	94.86	33.57	63.1	121.43	95.17	57.13	33.39	39.37	105.48	73.02	42.88	58.52	101.84	88.66	60.26	57.97	25.89	96.49	71.61	63.02	91.54	48.98	49.31	129.23	70.22	60.16	74.44
39636_at	na	21.45	27.55	58.49	33.51	27.19	43.25	42.07	33.41	31.22	28.42	32.32	23.66	18.71	35.71	30.63	40.76	27.02	31.07	27.11	27.54	32.42	26.9	42.2	56.01	30.57	16.86	27.53	33.41	49.4	22.46	40.98	36.72	22.79	25.81	30.37	27.46	32.41	25.93	25.87	33.78	24.18	80.24	35.07	35.65	32.06	35.47	46.7	30.07	21.77	34.76
41593_at	na	9.27	6.68	5.23	10.03	6.6	12.3	11.8	14.84	7.11	11.78	9.25	13.13	15.16	7.74	11.15	12.42	17.71	9.08	13.37	12.77	9.06	7.41	7.89	15.88	13.36	10.3	8.14	10.54	12.51	10.72	7.75	18.82	18.81	13.18	10.55	20.12	9.74	9.6	7.19	14.43	8.42	15.0	10.0	11.16	9.91	12.57	34.88	10.07	13.37	10.06
SH3BP5	na	81.82	80.92	94.56	180.31	271.23	73.48	283.99	109.14	88.02	229.47	53.69	312.63	105.31	180.45	80.06	476.81	79.53	166.6	138.62	115.36	272.62	116.49	259.79	323.98	212.15	203.27	675.15	366.66	140.62	303.76	97.37	181.98	476.8	196.8	204.25	89.2	81.27	211.82	163.78	314.29	675.11	364.32	517.78	160.52	442.65	369.28	84.3	64.59	307.26	295.48
NPPB	na	12.82	11.53	8.87	8.69	7.13	4.7	5.24	72.02	7.68	321.49	6.1	6.46	6.54	6.97	10.63	7.78	6.74	6.92	6.55	11.29	9.23	12.06	8.22	10.05	187.65	4.87	66.48	8.34	7.13	11.1	5.26	5.04	5.61	12.75	7.65	69.66	10.62	7.12	6.31	9.35	9.34	5.73	9.38	147.04	6.81	6.86	12.43	9.83	10.45	18.4
TNFSF14	na	15.77	16.63	9.88	19.36	12.93	9.05	8.09	23.34	6.36	11.03	15.44	9.68	9.02	10.37	13.57	8.55	9.61	17.41	9.91	47.16	13.67	8.37	11.29	43.67	9.32	8.86	13.59	11.46	10.18	11.65	8.84	7.65	25.25	16.82	17.73	8.88	8.6	8.05	10.78	26.18	13.45	14.03	11.4	13.91	11.37	13.54	8.65	11.62	21.89	12.04
DRG1	na	667.45	654.72	988.01	790.77	531.29	642.94	573.7	352.59	371.03	892.92	246.02	732.34	533.97	573.55	407.09	483.15	429.79	584.88	750.82	654.13	402.9	601.46	549.79	687.37	417.43	661.45	311.61	404.96	374.28	575.85	282.19	534.06	491.92	441.42	396.75	467.09	582.85	675.17	452.91	511.76	455.31	888.87	505.45	867.42	416.29	892.36	479.82	958.13	984.54	447.83
31994_at	na	1.38	1.72	1.78	2.09	1.92	2.16	1.65	4.13	1.15	3.18	1.85	3.16	2.0	1.97	2.07	1.94	3.08	2.01	3.5	2.38	2.07	1.85	2.3	1.89	2.0	1.4	2.04	2.34	3.39	2.15	1.91	1.98	2.7	4.27	1.4	1.31	2.05	1.83	2.05	3.19	3.98	3.14	1.9	2.21	2.31	5.0	4.1	2.02	5.02	1.57
PPP1R1A	na	89.51	47.65	51.87	44.72	37.45	46.19	31.8	44.15	27.62	49.04	39.95	27.53	36.05	51.59	46.8	61.21	61.38	35.28	43.66	71.82	42.88	40.08	40.01	309.73	74.89	42.49	38.34	59.96	63.79	48.68	46.11	61.02	17.2	60.61	57.64	61.36	52.8	49.67	54.64	169.91	62.61	60.98	48.78	55.89	42.29	60.0	51.45	34.96	62.29	49.55
RSC1A1	na	83.87	20.89	25.72	47.49	28.24	49.77	38.36	58.24	44.97	37.18	60.56	100.51	47.12	90.37	22.37	45.53	75.71	82.62	55.27	109.53	30.95	32.08	31.45	70.92	33.54	23.14	54.01	60.85	44.1	55.47	34.75	33.2	23.23	41.02	52.43	24.73	53.84	42.91	84.67	58.39	41.08	50.77	44.05	30.22	38.42	101.74	19.9	97.57	80.39	37.64
THEM2	na	305.32	596.95	232.96	281.26	282.75	537.13	378.82	459.03	213.58	398.31	238.39	765.11	150.14	298.87	295.92	145.05	435.85	318.86	1659.99	219.31	251.06	135.84	175.7	159.91	126.06	248.57	197.61	281.15	145.21	251.44	128.53	257.33	201.27	411.58	545.54	258.32	551.49	251.58	270.69	353.36	229.63	429.04	416.93	357.04	354.63	345.79	354.31	129.82	256.98	228.17
UCN	na	439.71	263.65	269.29	226.77	266.65	238.47	254.71	248.92	298.17	215.7	351.63	246.65	272.46	269.26	350.83	367.26	343.12	334.53	346.14	309.56	447.32	379.04	287.8	245.89	314.05	258.92	256.77	355.76	299.26	230.81	313.5	295.61	320.86	325.86	327.87	278.03	323.3	292.41	248.18	245.66	352.59	266.97	316.81	273.13	253.57	356.36	277.08	386.74	326.79	303.58
GPR44	na	25.84	10.25	36.88	12.46	9.07	10.89	12.01	12.46	11.75	16.58	11.48	17.28	11.4	10.12	11.92	19.71	12.01	11.8	10.84	22.42	19.5	16.74	14.59	24.27	14.46	8.85	8.83	17.95	11.23	11.44	11.62	11.64	10.49	32.45	11.69	26.52	22.9	9.61	8.97	15.89	10.36	15.75	10.1	28.52	12.98	18.06	29.32	16.64	15.21	28.64
GORASP2	na	238.92	247.36	303.31	539.64	356.23	550.4	395.48	342.67	324.76	389.68	391.01	492.85	522.67	317.08	351.73	361.63	418.49	483.51	520.31	235.4	445.06	208.06	257.12	481.06	278.77	338.84	365.82	274.22	232.13	263.07	524.96	370.27	326.69	803.57	364.88	483.01	378.88	447.4	250.41	386.41	456.37	325.31	191.4	347.32	417.7	227.33	257.96	343.34	201.08	340.99
PPP3CA	na	21.2	5.49	5.14	68.32	17.15	5.09	4.43	22.91	10.85	8.25	6.69	3.55	64.37	3.48	20.03	11.77	6.28	19.06	3.42	13.63	10.74	2.47	11.1	10.56	10.12	9.11	22.5	19.54	9.16	5.03	1.5	6.61	35.89	10.32	9.66	6.07	3.78	117.04	48.51	12.6	14.03	8.79	13.49	23.55	8.56	2.55	5.71	5.76	4.55	11.43
S100A9	na	6.33	2.5	10.24	2.09	171.16	3.12	2.89	6.12	5.28	4.53	3.86	13.7	3.65	4.18	3.72	4.28	30.31	1034.54	3.81	5.0	13.28	4.05	16.04	5.63	3.3	5.01	3.47	4.93	14.88	4.51	2.61	10.06	3.29	8.53	3.89	4.7	4.41	2.41	3.99	5.67	5.78	4.16	61.18	7.24	15.66	11.03	8.2	4.27	6.14	15.09
ZNF306	na	133.42	123.12	127.11	95.44	98.79	106.77	92.45	141.6	102.58	140.54	66.35	144.42	115.19	126.14	134.05	143.87	122.76	131.29	143.74	122.74	100.47	111.03	103.71	138.95	162.49	116.37	126.46	159.57	143.45	143.21	118.51	130.0	126.34	125.42	114.24	134.88	100.62	92.2	110.25	139.9	108.67	137.81	150.33	142.47	119.49	167.22	145.48	151.73	147.86	111.01
1949_at	na	9.94	7.58	9.48	11.5	5.67	9.98	8.01	20.55	9.9	15.18	5.35	18.27	14.59	6.48	17.61	16.73	7.34	7.77	14.53	12.67	5.46	10.76	8.95	12.49	16.07	7.65	14.75	26.24	17.97	13.46	10.27	10.39	17.73	18.23	6.72	6.82	9.58	5.74	12.92	17.61	10.8	18.51	12.61	13.78	15.01	9.53	3.59	20.91	7.23	8.62
35400_at	na	2.37	2.1	6.79	4.92	5.0	2.61	8.51	6.57	8.37	23.4	5.12	16.61	5.97	21.75	4.68	5.04	8.76	12.67	4.61	5.41	5.8	5.04	10.88	25.18	19.63	7.59	5.43	4.39	5.01	13.73	1.74	6.05	5.98	5.58	11.46	8.48	4.01	2.72	2.65	7.63	12.94	14.55	9.7	14.92	6.71	3.47	13.21	19.96	7.92	4.79
PAPSS2	na	54.77	14.52	10.41	15.94	117.08	23.2	26.23	140.48	26.98	10.34	21.67	6.25	121.0	10.06	51.08	9.01	38.13	29.63	12.35	20.92	46.85	33.26	41.37	163.81	15.2	13.39	7.09	67.16	33.79	42.5	6.7	63.49	13.89	82.96	77.61	30.96	50.66	10.51	15.31	11.84	3.3	9.79	68.67	14.14	8.75	318.63	11.11	8.82	107.95	37.21
MPG	na	239.13	134.74	180.96	183.85	180.94	434.55	344.59	201.5	282.26	176.94	262.13	311.13	204.06	282.62	169.12	295.57	221.0	158.78	219.27	128.5	282.88	322.73	598.46	184.32	212.66	430.46	245.45	359.03	167.02	218.02	203.53	248.87	257.98	390.13	277.85	455.32	298.86	98.67	269.81	345.25	225.51	129.62	335.95	118.45	270.01	208.23	245.78	353.24	481.58	456.34
SDC2	na	7.94	12.9	2.43	3.19	4.34	2.51	2.06	8.92	3.27	154.02	2.61	2.77	3.1	27.62	6.34	5.56	3.84	3.5	4.26	40.93	9.79	37.6	2.42	30.07	41.15	21.85	15.28	4.53	35.58	37.29	4.18	34.24	10.86	8.23	5.35	70.63	39.63	2.84	1.76	23.52	7.85	4.34	8.7	64.31	108.74	4.75	4.16	3.39	43.5	62.19
PTPRB	na	16.85	27.52	12.6	21.01	14.12	23.94	22.21	20.1	42.57	9.11	11.62	19.03	11.22	19.8	22.13	13.05	12.45	10.06	3.72	10.71	11.03	11.68	9.15	32.25	24.81	13.21	17.45	22.01	101.62	13.46	16.99	10.88	75.95	12.02	10.27	25.43	31.79	18.49	17.52	21.63	14.16	18.06	10.4	18.04	11.42	49.12	12.31	25.27	10.06	16.97
BBS4	na	51.36	39.01	56.4	49.68	114.86	40.31	56.89	77.83	41.77	52.06	38.31	103.31	42.74	72.8	39.09	58.13	74.94	95.32	68.14	64.33	47.0	42.53	29.54	44.93	57.77	68.09	61.61	74.81	34.98	31.28	60.12	94.16	75.19	64.26	77.12	58.08	70.94	43.44	46.26	128.73	85.7	65.55	61.77	24.25	60.89	87.24	56.28	67.06	52.36	73.02
CAMSAP1	na	122.43	130.07	62.9	99.27	97.36	77.31	135.13	122.97	76.57	115.75	139.62	94.37	97.23	101.54	118.74	89.92	112.5	130.87	175.74	106.51	51.6	137.43	115.9	142.23	117.56	77.11	110.03	84.18	136.51	158.58	139.11	134.19	109.0	90.13	127.88	97.42	106.59	124.94	153.54	106.22	111.21	60.88	96.97	81.26	116.84	107.71	73.26	94.72	110.96	104.37
DFFB	na	5.22	20.07	32.46	24.39	7.91	33.03	22.87	3.63	11.44	12.51	15.01	16.22	34.26	24.01	3.87	27.58	8.61	5.76	30.98	35.42	5.16	2.48	20.46	14.3	11.71	12.97	11.41	5.79	17.75	5.84	27.42	3.75	19.33	7.95	7.33	3.94	10.23	25.06	6.99	7.54	7.23	25.8	8.97	11.79	17.89	10.79	28.88	8.71	11.15	3.78
GDF15	na	591.43	11607.19	62.81	1146.25	237.58	2297.83	2600.35	187.11	1343.11	218.38	1537.43	3023.98	2572.6	4972.27	186.13	215.32	1401.32	1136.76	424.52	435.35	1785.4	205.17	7045.82	468.29	531.09	2856.24	605.03	183.03	1651.31	216.03	1371.96	674.77	1424.19	6506.83	1250.65	2583.14	3458.57	3220.34	3075.23	5335.64	364.74	69.06	3995.65	4674.23	435.58	10786.17	114.03	15033.67	12671.77	2555.72
GPR37L1	na	36.07	63.34	45.28	30.09	33.97	35.26	17.95	55.66	31.23	46.93	21.36	34.19	28.24	32.56	64.5	40.16	41.93	17.8	24.08	49.59	19.33	28.51	27.4	48.23	30.71	43.83	23.74	44.69	38.61	38.41	29.43	54.64	53.69	32.89	39.09	28.72	54.78	25.65	26.36	17.84	37.14	82.38	33.62	52.04	14.15	52.98	91.01	25.5	61.77	43.62
CDC14B	na	48.91	42.92	14.5	112.89	60.63	96.73	49.59	70.24	79.61	26.12	93.87	47.31	97.33	66.25	77.41	37.3	47.39	122.55	90.74	46.55	151.8	44.57	59.04	41.96	65.51	62.21	61.38	57.62	70.25	61.22	97.41	24.92	64.55	70.97	70.61	64.37	97.58	63.05	80.33	44.97	25.26	19.71	50.96	58.65	93.77	40.97	217.65	27.89	48.8	75.48
PLEC1	na	2479.8	897.04	137.84	1205.99	1336.08	1218.32	1057.94	1467.66	891.18	2451.61	2008.83	431.06	876.7	768.35	2026.54	597.76	1550.48	2427.77	301.43	709.58	1543.8	1603.89	3281.65	1329.35	2833.03	1029.33	851.12	1481.53	1301.12	1595.58	1473.41	935.59	1131.4	1585.45	1773.12	849.58	2059.46	1214.01	2138.08	1376.0	793.08	133.92	1182.04	1330.42	1555.77	764.6	1369.11	1055.11	1007.07	1828.99
PAX5	na	42.51	16.26	15.11	42.73	26.68	17.66	15.81	34.65	22.98	21.56	18.0	15.59	21.72	17.41	19.6	13.35	34.76	22.05	18.23	23.15	36.47	17.34	42.4	34.46	21.49	16.09	16.42	22.01	22.14	21.89	17.18	15.96	18.55	38.83	16.02	32.5	40.93	15.43	15.26	17.73	44.69	46.59	16.17	23.75	17.14	20.42	23.91	29.24	47.07	22.47
EEF1B2	na	2003.22	1621.37	3621.78	3160.34	2187.61	3759.88	2671.48	2122.22	1236.85	1520.13	2438.5	3250.31	4694.36	1108.01	2068.87	1947.51	1659.65	974.95	2614.4	2682.35	2515.69	1243.58	2320.46	1358.23	2459.31	1541.51	1886.98	2072.84	1449.79	1136.06	3256.27	1223.1	921.09	1691.45	2516.37	2393.75	1930.5	3616.99	2800.32	1312.55	4541.56	6678.0	3261.5	1245.78	744.21	2122.37	2573.39	1471.57	1526.4	2298.64
FCGR1A	na	5.8	8.34	10.81	5.1	3.86	3.85	10.31	8.18	5.39	6.86	4.65	17.39	5.37	7.2	5.17	6.95	7.51	8.76	3.82	16.02	5.75	5.53	7.44	8.35	6.3	6.14	5.98	8.62	10.32	4.91	4.26	7.63	2.48	11.51	6.3	6.12	5.58	5.72	4.88	7.12	7.77	9.81	8.93	6.77	6.17	7.19	11.1	8.11	5.63	5.86
CLCA1	na	3.44	2.02	2.65	5.39	1.68	3.42	2.15	1.93	1.67	2.5	1.99	1.74	2.57	2.62	2.35	2.37	1.31	4.96	1.52	3.27	2.01	1.45	3.58	1.78	3.38	2.24	2.74	2.2	4.61	1.82	0.99	2.17	5.28	3.6	2.16	2.46	2.43	2.37	1.53	5.04	2.26	2.73	2.81	2.16	3.45	2.99	2.77	1.72	2.22	1.98
RELN	na	87.3	9.13	19.85	15.51	13.84	19.44	22.2	17.91	20.87	7.97	11.42	150.36	13.3	8.57	20.45	4.72	137.91	13.78	7.64	23.2	14.27	14.84	42.07	95.18	21.41	41.69	20.29	8.85	9.56	12.37	13.66	19.17	11.72	18.47	9.86	157.13	152.67	15.35	13.83	12.23	23.63	6.89	61.6	46.23	11.24	12.07	31.16	12.31	32.89	57.27
C10orf12	na	41.53	24.53	21.73	29.94	36.87	27.54	49.3	29.21	22.74	36.4	21.25	25.11	42.16	19.7	42.47	24.49	22.98	32.44	28.05	53.06	36.81	26.17	26.96	37.44	31.48	29.27	33.13	40.13	42.8	21.68	20.04	27.21	22.65	43.42	30.38	26.21	39.83	26.46	23.18	35.07	36.67	26.52	23.56	32.9	21.79	49.56	24.75	36.63	67.83	29.45
ARVCF	na	796.83	477.81	441.42	473.53	368.37	537.31	537.36	500.84	423.66	517.28	784.11	505.74	426.01	446.43	506.39	500.35	512.45	529.66	510.98	690.56	664.79	685.46	486.22	686.49	540.7	448.4	518.08	636.94	619.53	540.92	423.38	455.53	517.22	679.65	419.44	545.05	653.92	483.26	402.75	564.59	624.72	394.39	501.94	754.05	544.38	663.44	487.51	663.39	610.13	635.19
COLQ	na	51.88	50.87	49.89	33.46	40.09	56.15	49.46	50.07	63.4	51.92	48.8	65.59	36.94	50.97	55.64	31.01	40.27	35.5	52.04	57.68	60.75	49.86	48.58	55.35	53.06	49.08	43.38	53.77	66.15	27.1	62.95	36.37	40.38	41.38	51.94	38.12	53.0	43.02	42.75	60.02	53.52	61.24	58.62	47.07	48.31	73.12	45.45	70.65	55.04	44.77
ELMO1	na	19.93	19.03	209.83	12.99	124.68	20.77	21.05	18.99	7.06	16.53	12.61	39.98	13.69	165.51	19.9	18.6	15.49	29.76	10.78	56.9	13.92	23.44	17.99	14.27	45.34	69.96	32.2	23.5	10.07	83.91	6.92	12.44	17.88	23.38	71.34	28.91	28.53	27.02	22.13	33.08	5.79	131.55	57.58	17.42	21.55	28.39	391.67	9.0	33.12	10.24
CPNE1	na	674.35	642.61	1323.31	434.77	958.76	788.87	564.24	655.56	951.01	893.45	826.98	325.64	631.11	620.95	1194.67	732.6	760.19	7364.09	577.36	855.42	535.45	758.97	680.35	756.37	926.24	647.02	600.92	905.81	1189.89	1206.88	725.28	580.94	726.31	618.2	543.01	215.69	824.68	432.47	734.41	521.89	409.12	957.09	566.61	459.93	1013.01	665.37	758.96	663.43	746.19	419.41
HPX	na	87.47	65.87	26.6	37.43	51.42	69.5	52.65	51.18	71.36	29.62	39.43	80.54	49.99	31.08	51.27	42.52	71.37	69.93	39.18	68.96	39.26	82.56	55.93	31.89	48.16	35.13	39.63	101.13	84.05	47.44	30.87	102.71	51.21	134.77	41.45	60.78	53.54	48.61	58.78	77.38	110.08	32.32	73.25	113.53	66.63	76.05	50.41	103.54	86.46	24.85
CCR8	na	2.24	9.85	14.73	7.88	5.27	9.71	4.05	2.7	4.3	3.52	5.3	14.03	4.68	7.13	14.75	5.47	6.53	4.91	2.9	3.33	8.7	9.8	4.69	5.63	9.21	6.31	6.33	5.22	3.44	7.47	2.0	6.53	2.43	6.66	6.21	7.14	6.63	4.11	5.54	13.25	15.29	16.9	20.05	4.15	8.3	17.0	3.6	3.79	10.1	7.97
